mae,rmse,p,d,q,P,D,Q,s
3.212974270143087,3.848569917623867,1,1,2,0,0,2,12
3.2134154971928024,3.742819801914965,1,1,3,2,1,1,12
3.2134332568283677,3.89583668865256,0,1,2,0,0,2,12
3.218740901871005,3.9756854250960245,0,0,1,1,0,0,12
3.218777279645037,3.84005609876173,3,2,3,2,1,0,12
3.2250446771250445,3.8940121767593254,1,1,1,1,0,2,12
3.2252380724428584,4.01428184735521,0,1,3,2,0,2,12
3.2292493202143002,3.9507818472786105,2,2,1,0,1,2,12
3.2307235920713264,3.480675001553452,2,2,3,0,1,1,12
3.2320206946680705,3.6132470609104774,2,2,3,0,0,0,12
3.2382382216851084,3.8381153314034546,1,2,0,1,1,2,12
3.2393934540671943,3.890105180666778,0,2,2,2,1,2,12
3.243522087254658,3.964283965967954,2,1,2,1,0,0,12
3.2458221256902675,3.4972189546752652,1,2,3,0,1,1,12
3.2566427149249013,3.829401556715706,0,2,0,0,1,2,12
3.2637833839047556,3.6912449652351134,3,0,3,1,1,0,12
3.271459532444495,4.190232886307021,3,0,2,1,1,2,12
3.275147932417253,4.019556623476616,2,1,3,2,1,0,12
3.3169916800574915,3.7372330975322376,3,2,3,1,1,0,12
3.3182774677993754,3.8936270497916916,0,1,3,2,1,2,12
3.3238270362370863,3.853853981159204,3,2,1,2,1,1,12
3.3240762260482084,3.89674479804362,1,2,1,2,1,1,12
3.3279477930911003,3.8425043981486917,0,2,1,2,1,1,12
3.3376356606068622,4.12747358421983,0,0,0,1,1,1,12
3.34328307227348,4.318841553653516,3,2,2,0,1,0,12
3.3586171106919607,4.018570366361769,0,1,2,1,0,2,12
3.3596703069668963,4.027706896402155,1,1,2,1,0,2,12
3.3640918896870358,3.974719935124156,2,2,2,2,1,0,12
3.367163984796513,3.9285705377354874,2,1,1,2,1,1,12
3.3699588875035564,4.055198096827789,0,2,1,2,1,2,12
3.3720093131945506,4.031536977814898,2,1,3,0,1,2,12
3.378371821877686,3.920682388298549,3,0,3,2,1,0,12
3.380875823470401,4.142275417778351,3,1,1,2,1,0,12
3.3833520782390942,3.662024322758925,0,2,3,1,1,2,12
3.386958458828574,3.6609701555554213,0,2,2,0,1,1,12
3.3910703464192435,3.679534458002837,0,2,1,0,1,1,12
3.4326281707433046,3.892895648090502,2,1,0,1,1,0,12
3.4361040177712745,4.48303630967281,1,2,3,2,1,1,12
3.438182539489633,3.8867510995254184,1,2,2,2,1,1,12
3.4399068523587433,3.6970531910470283,1,2,2,0,1,1,12
3.4435192126158274,3.790711643078568,1,2,1,0,0,0,12
3.444016822560486,3.77044059629509,0,2,3,0,1,1,12
3.4546947252236566,3.922130717016801,2,0,3,1,1,1,12
3.4556248786238237,3.9456106862348923,2,2,3,2,0,1,12
3.458463461737584,4.391632228784048,0,0,2,1,1,0,12
3.467836537547861,3.8028411506515964,1,2,2,0,0,0,12
3.467909274722871,4.3324197345184094,0,0,3,1,1,0,12
3.4705882072085465,3.9290347530109675,0,1,0,1,1,0,12
3.4715007553452364,3.906909861727189,1,1,2,1,1,0,12
3.476293158021857,3.813329874209932,0,2,1,0,0,0,12
3.4784274153694676,3.9341719466952365,3,1,0,1,1,0,12
3.4803350263369635,3.819127850533777,0,2,2,0,0,0,12
3.4855651107461143,4.274692131977261,3,1,2,1,0,0,12
3.4878971527836673,4.206199328176006,3,2,0,2,0,0,12
3.49000110424113,3.9016583197056978,1,2,0,1,1,0,12
3.498048764746254,3.9621169011716093,2,1,1,1,1,0,12
3.5090577305025192,4.405051333792479,2,2,0,1,1,1,12
3.5242783385297516,3.9544347152060317,1,1,0,1,1,0,12
3.5261334493049312,3.96705462666754,0,1,1,1,1,0,12
3.529719062668,4.514261149407911,0,0,2,1,1,1,12
3.5313044771032422,3.9715877033742832,1,0,3,1,1,1,12
3.5345407929384947,3.9651999171758177,3,1,2,1,1,0,12
3.54056990086621,3.9783449961991875,1,1,1,1,1,0,12
3.543236076496233,3.991594528753205,0,1,2,1,1,0,12
3.5440414990030424,3.999704008513423,2,1,2,1,1,0,12
3.5533265448370797,4.210669439634616,1,2,1,2,1,2,12
3.5613356217170584,4.164081998628343,3,2,0,2,1,1,12
3.5638056415354953,3.9048956783309356,0,2,3,0,0,0,12
3.5730385115325123,4.29301823673537,3,2,0,2,1,2,12
3.579308411887201,4.083811301567876,0,0,1,0,1,1,12
3.5807207309976112,4.334575642535272,2,2,3,2,1,0,12
3.581043492730523,3.9271815761064044,2,2,2,0,0,0,12
3.582197787687885,4.024364580548741,3,1,1,1,1,0,12
3.5926963675201478,4.506135890297434,2,1,3,1,0,2,12
3.5957673688110865,3.8646437326852907,3,1,3,1,1,2,12
3.605883438633737,4.768590831021865,1,1,3,0,1,0,12
3.6080103794191167,4.585286090463507,3,2,0,2,1,0,12
3.6110459767195113,3.8944908921405017,2,2,1,0,1,1,12
3.62486201903457,4.465286511482864,0,0,1,0,1,2,12
3.6290653691862436,3.9871209304484596,1,2,3,0,0,0,12
3.631272023607299,3.918281574462089,1,2,1,0,1,1,12
3.642736985372388,3.9529442038185194,3,2,1,2,0,1,12
3.651853918709841,4.25642082644971,3,0,1,1,1,0,12
3.6556259669615923,4.006527945521206,3,2,1,0,0,0,12
3.685973371359677,4.0418586442262745,2,2,1,0,0,0,12
3.734722178570275,4.141951949858321,0,2,0,2,1,0,12
3.7445101373216896,4.19239885497954,3,0,3,1,1,1,12
3.7479138287124063,4.099819705712766,3,2,2,0,0,0,12
3.7569157666895574,4.938090527032946,2,2,3,1,1,1,12
3.7696782707743,4.118179931535564,3,2,1,0,1,1,12
3.8314871207508254,4.7892980378965175,2,2,2,0,1,0,12
3.8328919139522877,4.084405875380573,3,2,3,1,1,2,12
3.839706717619142,5.020789158879555,3,2,3,1,1,1,12
3.841664789113462,4.206779834170309,2,2,1,0,0,1,12
3.848279041186411,4.396403160989041,2,2,1,0,0,2,12
3.852671331011844,4.232693206275234,3,2,2,0,1,1,12
3.870710526633859,4.7405447098830775,3,1,1,1,1,2,12
3.8819521806036734,4.281419985443375,2,2,2,0,1,1,12
3.8833958829526845,4.502454652606119,0,0,1,1,1,0,12
3.8901566038322906,4.303956626132919,0,2,0,1,1,0,12
3.9477635548653267,4.4438500177008935,3,2,1,0,0,2,12
3.9783964630832105,4.401087257842861,3,1,3,2,0,0,12
4.016542944405293,4.723467264065311,1,2,0,2,1,1,12
4.020817011136588,4.471665541479905,3,2,3,2,0,0,12
4.029420244131046,4.947697414904223,0,0,3,1,1,1,12
4.051005582173038,4.453959243213137,3,2,1,0,0,1,12
4.0511388043352445,4.3431819686840605,0,2,2,0,0,1,12
4.083302870039795,5.203202434352222,0,1,3,0,0,1,12
4.098476927828953,4.626814772088226,1,2,1,0,0,2,12
4.099514461641223,4.513935249668875,0,2,0,2,1,1,12
4.100026820648181,5.21370104228628,0,1,3,1,0,1,12
4.100308740540118,4.451542751527579,1,2,1,0,0,1,12
4.1020356710345505,4.477130518445736,1,2,2,1,0,1,12
4.119127972824607,4.595079402906574,1,2,3,1,0,0,12
4.158423491629368,4.503300945481013,0,2,2,1,0,1,12
4.1741952665861985,5.345959082676713,1,1,3,0,0,1,12
4.1749364678006,4.677480890341462,2,2,1,1,1,0,12
4.1754147120711815,5.350389260331425,1,1,3,1,0,1,12
4.18147005675496,4.718050319658977,1,0,3,2,1,0,12
4.182956117134324,4.954298860922581,2,1,3,2,0,0,12
4.191697946052801,4.65199406116126,0,2,1,0,0,2,12
4.208631645482229,4.663778018712882,1,2,1,1,0,0,12
4.223257202032547,4.722818458243476,0,2,1,1,0,2,12
4.2735137285381315,4.73449533642563,2,2,3,2,0,0,12
4.275522898800796,4.796679884801037,2,2,2,1,1,0,12
4.2850520174205835,4.927203785621339,0,2,2,2,0,0,12
4.290261293908185,4.6289135421134775,2,1,2,2,1,1,12
4.294315386390279,4.671542677665986,3,2,2,0,0,1,12
4.32696134229498,4.793317784724074,2,2,2,1,0,0,12
4.360907163930751,4.923171139509676,2,2,1,1,0,2,12
4.361439727931026,4.801357670946388,1,2,2,1,0,0,12
4.3657868494094565,4.965269255022768,0,2,2,0,0,2,12
4.3800209471291955,4.8007434654289,3,2,1,0,1,2,12
4.40931846711896,4.872771369050668,2,0,3,1,1,0,12
4.439656102370184,4.895703713988589,1,0,3,1,1,0,12
4.450455481472017,4.797753343117847,0,2,3,1,0,0,12
4.451941417330203,5.012855105490807,1,2,3,0,0,2,12
4.453896097965001,5.016204272510395,3,2,1,1,0,2,12
4.4649796547063625,5.286270105583058,0,0,1,1,1,1,12
4.472111978102186,5.0549851924842,1,2,1,1,0,2,12
4.4722583792433035,4.82345128016515,0,2,2,1,0,0,12
4.493673688995583,4.895246687288716,2,2,2,0,0,1,12
4.53899326926286,4.999385353784156,1,2,3,1,1,0,12
4.546782885992228,5.11350120943895,3,2,2,1,1,0,12
4.551791532108216,5.12768777020281,1,2,3,1,0,2,12
4.561233001599166,4.9691002861356655,0,2,1,1,0,1,12
4.58486235243914,4.957516199653908,0,2,1,0,0,1,12
4.639652053233419,5.160905962227279,0,2,3,0,0,2,12
4.6730280518855425,5.097845208785272,3,2,3,0,0,2,12
4.692912587590459,5.263158014388576,3,2,2,1,0,2,12
4.721284937007752,5.267752928196371,1,2,2,0,0,2,12
4.747146611126527,5.2936658748835566,3,2,2,0,0,2,12
4.7499809194014935,5.1815683018086816,2,2,1,1,0,1,12
4.766744325378398,5.2601862306735,1,2,1,1,1,0,12
4.776293346142227,5.183549475081564,1,2,2,0,0,1,12
4.7942980847245025,5.803709620940447,1,2,3,1,1,1,12
4.817412885400779,5.199929600283537,0,2,1,1,0,0,12
4.83163646227399,5.376416865772923,0,2,3,1,0,2,12
4.831992135316217,5.3496637766705195,2,2,2,1,0,2,12
4.848114974215798,5.372085389995981,0,2,2,1,0,2,12
4.851224412049009,5.447846552985512,3,0,3,0,1,1,12
4.855202117243477,5.360040332262352,1,2,2,1,0,2,12
4.868833914226841,5.4026030785397126,0,2,2,1,1,0,12
4.872470829099974,5.43753863975915,0,2,1,1,1,0,12
4.881090373678738,5.519307380848743,3,2,3,2,0,2,12
4.884141123961766,5.4236184280259465,1,2,2,1,1,0,12
4.886583715672636,5.50985537431685,2,2,3,0,0,2,12
4.8886941077702115,5.353083895406519,3,2,3,0,0,1,12
4.8926233115816675,5.53916500027046,0,2,1,2,0,0,12
4.9186471704760555,5.618907489109772,1,0,3,0,1,1,12
4.936521650438088,5.499524995647762,0,2,3,1,1,0,12
4.98014356405964,5.793267891772435,3,0,3,2,1,2,12
4.990312269843264,5.468835644208031,3,2,3,1,0,2,12
5.0619600033259795,6.031822369115027,1,1,2,0,1,0,12
5.064513196358661,5.589802221438822,2,2,2,0,0,2,12
5.131201548624898,5.853540811737505,3,2,1,2,0,0,12
5.144057805048254,5.651436403345952,1,2,1,1,0,1,12
5.241123601071628,6.1232113965110395,2,0,3,2,1,2,12
5.259811141567466,6.252171361247425,2,2,3,0,1,0,12
5.267579139902918,6.558879155675847,2,2,0,2,1,1,12
5.30342538658484,5.932859173849182,0,2,3,2,0,0,12
5.351867626224625,5.777662781911535,3,2,0,0,0,0,12
5.361411463248537,5.800907020472227,0,1,3,1,1,2,12
5.368601333253247,6.0396298061639,3,2,2,2,0,0,12
5.3782553194786615,6.227056724226591,2,0,2,1,1,0,12
5.383431345540668,5.92063410033318,3,2,3,1,0,1,12
5.410654823646478,6.054794660748076,1,2,2,2,0,0,12
5.430792353726322,5.920506788789619,2,2,1,1,0,0,12
5.452400785698902,6.094312982647146,2,2,1,2,0,0,12
5.462998113030393,6.0993344731063415,2,2,2,2,0,0,12
5.530752237685513,5.919922255482828,2,2,1,1,1,2,12
5.5389278222808604,5.984199699111526,2,2,0,0,0,0,12
5.5761679463246665,6.523721459555234,3,2,3,0,1,2,12
5.600448519985419,6.297966000582205,3,2,0,0,1,2,12
5.621813083593542,6.260193699238667,1,2,1,2,0,0,12
5.675842859446526,6.645776758593929,3,2,3,0,1,0,12
5.740442287159809,6.3993935804304565,1,2,3,2,0,0,12
5.786812032053023,7.72879240183741,0,0,0,2,0,0,12
5.865319215065965,6.815199809013663,1,2,3,0,1,0,12
6.02790618726281,7.16407957260713,1,2,2,0,1,0,12
6.045308906143481,6.9735561966190645,3,2,0,1,1,1,12
6.09722266874861,6.7389980511058845,0,2,3,0,0,1,12
6.104074459016175,6.748255767449471,0,2,3,1,0,1,12
6.121409618426446,6.661101022294807,0,2,0,0,0,0,12
6.345691121933676,6.764843191426855,3,2,3,2,1,2,12
6.368818769668598,6.99469010222304,2,1,3,1,1,2,12
6.385352781755096,6.820624365798552,1,2,3,2,1,2,12
6.4371728032965505,7.05726838317901,2,2,3,1,0,1,12
6.513768246186215,7.863914707179438,2,2,0,0,1,0,12
6.538946409575654,7.197629984928929,0,2,1,2,1,0,12
6.593493073996624,7.14230426619742,1,2,0,2,1,2,12
6.604123599345216,7.536734678253371,3,2,1,1,1,0,12
6.613086261165725,7.21146988454425,2,2,3,0,0,1,12
6.613886228073312,7.095231414620412,0,2,3,2,1,2,12
6.616126222586944,8.04287377925771,0,0,0,1,0,0,12
6.626648302372383,7.181615838328146,3,2,0,0,0,1,12
6.626989008768174,7.224847969897044,1,2,0,0,0,2,12
6.646404617993874,7.249745808116623,3,2,1,1,0,0,12
6.659916181271891,7.176140413166451,1,2,0,0,0,0,12
6.704071972429947,7.868490302186344,1,2,3,0,1,2,12
6.725843662568715,7.4097215900613564,0,2,3,2,1,0,12
6.839199206845726,7.468717766566207,0,2,0,0,0,1,12
6.911530853470332,7.495457838579799,2,2,0,0,0,1,12
6.920344460743695,7.46167807791526,2,2,0,2,1,2,12
7.023570142024526,8.091829788479018,3,2,0,1,1,0,12
7.0489247715343,7.652280000110411,3,2,0,0,0,2,12
7.07858737357866,7.622793946583365,2,2,2,2,1,2,12
7.177902478594454,7.838837270409629,3,2,1,2,1,0,12
7.333973669422881,8.078579307927766,0,2,0,1,0,0,12
7.479015883743976,8.152160999462783,0,2,0,1,0,1,12
7.548086687722882,8.198886045421219,1,2,0,1,0,2,12
7.685513400995766,8.285647269643846,2,2,3,1,0,0,12
7.79282882625803,8.41232003786402,3,2,1,1,0,1,12
7.8206102422750154,8.483311092085277,2,2,3,2,1,2,12
7.83777412154176,8.573728892217208,3,2,2,2,1,2,12
7.851544117174494,8.9766401282308,1,0,0,0,0,0,12
7.877619359326997,8.51078234235643,1,2,0,0,0,1,12
7.915446404917043,8.633985228275495,2,2,0,0,1,2,12
8.0093323553142,8.712793005113353,1,2,0,2,0,2,12
8.042258578751571,8.540788875594995,0,2,2,1,1,2,12
8.111463714077702,8.755235335736588,1,2,0,1,0,0,12
8.196632684936148,8.93215439765496,1,2,0,2,0,1,12
8.270651239647103,8.930396821411037,3,2,3,1,0,0,12
8.401343838575803,9.059981876566754,1,2,0,1,0,1,12
8.425978824919268,9.365343201380346,3,2,0,1,0,1,12
8.469930407693539,9.214668392938586,0,2,0,0,0,2,12
8.504427385196946,9.732834093400369,2,2,0,1,1,0,12
8.582089649092284,9.316728597258207,3,2,2,1,0,1,12
8.633727749540654,9.587292414712778,2,2,0,1,0,1,12
8.64582964388436,9.409371855912243,2,2,0,0,0,2,12
8.693733812364444,9.389975892037347,0,2,0,2,0,0,12
8.743991473767856,9.371742368617179,1,2,3,0,0,1,12
8.76522973094676,9.444291976119517,1,2,0,2,0,0,12
8.774749816970504,9.518383921741455,0,2,0,2,0,1,12
8.859800656481733,9.483537097948206,3,2,2,1,0,0,12
8.878035221228444,9.541291848877057,0,2,0,2,1,2,12
8.891028409682809,10.154040159032842,2,2,1,2,1,1,12
8.930018507555516,9.59409828661603,1,2,3,1,0,1,12
8.978355279957743,11.058489098769673,1,0,0,1,0,0,12
9.075128592114698,9.741590846017719,3,2,0,1,0,0,12
9.116788321504684,9.930981258607943,0,2,0,1,0,2,12
9.183548367577615,10.080832332160435,2,2,1,2,1,2,12
9.305824444850042,10.120187272003738,2,2,3,1,0,2,12
9.319218648908636,10.025932405565081,2,2,0,2,0,0,12
9.326575395727692,10.154627106851342,2,2,0,1,0,2,12
9.452673237815217,10.326140880398098,3,2,0,1,0,2,12
9.494627442583264,10.571800427966311,2,2,2,1,0,1,12
9.619400294136256,11.015153041745132,1,0,0,0,0,1,12
9.633266858817,10.362435423624266,1,2,3,2,1,0,12
9.666958244956888,10.46179665488955,0,2,0,1,1,2,12
10.116190350619684,10.913215206193126,2,2,0,1,0,0,12
10.540216646831983,12.101683769603499,1,2,0,1,1,1,12
10.647677213702915,14.675098215090603,0,0,0,1,0,1,12
11.203260912664764,14.247899483367359,2,0,0,0,0,0,12
11.811347999000857,13.573272677683654,0,2,0,1,1,1,12
11.876527306592918,14.386584308928999,2,0,2,2,0,0,12
11.885860295279903,15.75502436491046,3,0,0,0,0,0,12
11.987603074386524,15.663912994651275,1,0,3,2,0,0,12
12.26097720244307,15.319129251040696,1,0,2,1,0,0,12
12.627087013680008,15.042157152668699,1,0,0,0,0,2,12
12.675093549192203,15.105431785119059,2,0,3,2,0,0,12
12.680918951731819,14.128435349245382,2,2,0,2,1,0,12
12.833494837784713,15.826148894244373,3,0,1,2,0,0,12
13.362715523696824,19.235651514876487,3,0,3,2,0,0,12
13.402156227248998,16.095465365598766,2,0,3,1,0,0,12
13.580016566874018,17.8922242023665,0,0,3,1,0,0,12
14.146430395790194,16.664105611461252,1,2,0,0,1,0,12
14.164158666170236,15.228860023852006,1,2,3,1,1,2,12
14.68437992813006,17.762111126534418,1,0,1,1,0,0,12
14.917384780686985,16.99727757169572,2,0,1,2,0,0,12
14.945257156506996,19.475712235425938,1,0,2,0,0,0,12
15.067565141570288,17.659998758720405,0,0,2,2,0,0,12
15.338986089801708,17.787123369911082,3,2,0,0,1,0,12
15.85281569210947,18.58490411184518,0,2,0,0,1,0,12
16.174506069254598,23.146261970701826,3,0,1,1,0,1,12
16.302276987195818,19.940227593983717,2,0,2,1,0,0,12
16.318326114870757,20.26032806813723,1,0,1,1,0,1,12
16.54316361029097,19.69048991717814,1,0,2,2,0,1,12
16.625771256616204,22.156985389253176,0,0,1,2,0,0,12
16.796452876610648,21.790911648128905,3,0,0,2,0,2,12
16.949895299688382,21.179042051789676,0,0,1,1,0,1,12
17.03635501565675,20.030151550870155,1,0,1,2,0,0,12
17.273018363664704,19.397390509862706,2,0,0,2,0,1,12
17.354086742707825,23.05071696431666,0,0,0,1,0,2,12
17.41302059751269,20.01706106953145,3,0,0,2,0,0,12
17.480346446021674,23.337466260163414,3,0,0,2,0,1,12
17.692919432440085,19.58927262905685,3,2,0,1,1,2,12
17.736913825018778,20.98804806731103,0,0,2,1,0,0,12
18.055444982641262,20.04522813447766,1,0,2,1,0,1,12
18.164886756935974,21.46166597631127,1,0,1,0,0,0,12
18.337511913812914,20.415444152312897,0,0,3,2,0,0,12
18.357491234825844,21.0242713698935,0,0,3,1,0,1,12
18.608031276363786,21.538269319671368,3,0,0,1,0,0,12
18.645164258340188,21.891076210022252,0,0,2,1,0,1,12
18.715457289890374,26.119739623795283,0,0,1,2,0,1,12
18.793145519020044,21.291636793327925,1,0,0,1,0,1,12
18.882607284189273,21.589169341935293,1,0,0,2,0,1,12
19.168958109171058,23.721794828354344,0,0,3,2,0,1,12
19.324236559132085,23.279443010018806,1,0,3,1,0,0,12
19.39014555597008,21.955372875165118,1,0,2,2,0,0,12
19.703174627817845,22.064343822134575,2,0,0,0,0,1,12
19.93994516352335,22.00305084401076,0,0,2,2,0,1,12
20.763231908557774,26.53218158117743,3,0,1,2,0,1,12
20.936953915675826,35.64998910222617,0,0,0,2,0,1,12
21.01583710588994,26.859163932439387,2,0,2,2,0,2,12
21.218575508149485,23.93060344266213,2,0,0,2,0,0,12
21.300949261806863,24.068735711594588,1,0,1,2,0,1,12
21.326163852068618,23.41148404551528,1,0,0,2,0,2,12
21.442472338540906,23.998750054413765,1,0,3,1,0,1,12
21.469923493467792,24.330560546800175,3,0,0,1,0,1,12
21.620812338475034,23.65882928724066,2,0,0,1,0,0,12
21.71332152336022,25.195431335289154,2,0,1,2,0,2,12
21.88984333716566,28.39159702493264,2,0,1,1,0,1,12
22.295756845585863,24.515159027103472,2,0,0,1,0,1,12
22.390322192167986,26.777308396610646,1,0,3,2,0,1,12
22.609703891884095,24.91188990907045,1,0,0,2,0,0,12
22.786753945213242,29.448898131548926,3,0,3,1,0,1,12
23.607526514093234,26.875280808014566,3,0,1,2,0,2,12
23.92180373414925,25.9797957936282,3,0,2,1,0,0,12
24.077487147322362,26.599052779490687,1,0,1,2,0,2,12
24.666834002888386,28.446214343016894,0,0,2,2,0,2,12
25.460558707313773,28.884457593876224,1,0,3,2,0,2,12
26.55944273240155,30.400088523842303,2,0,3,1,0,1,12
26.697617298169597,29.552661349892354,3,0,0,1,0,2,12
27.20727805293133,30.97895003273646,1,0,2,0,0,1,12
27.787445713312255,32.27519743972934,0,0,1,2,0,2,12
27.863418558674645,29.976502154788783,3,0,3,1,0,0,12
28.402177128458202,32.02805929215584,1,0,2,2,0,2,12
28.508159934553927,33.17034419294044,2,0,2,1,0,1,12
28.675675553974013,31.865147547596955,1,0,0,1,0,2,12
30.015708645753623,33.26878697074408,3,0,2,1,0,1,12
30.57053969867048,33.05699857843264,1,0,1,1,0,2,12
30.717647131624517,35.83318033072634,3,0,3,0,0,2,12
30.86249190382435,33.54499111306508,2,0,1,2,0,1,12
31.031368690386973,35.99608301134358,2,0,1,0,0,0,12
31.465966693007097,34.858326355230574,3,0,2,2,0,0,12
31.48306449674836,34.136698451911954,1,0,3,0,0,1,12
31.680478346982607,35.35233415803124,1,0,3,0,0,0,12
32.29969223095395,38.08337895964814,0,0,3,2,0,2,12
33.053351034672914,35.37664683318222,3,0,1,0,0,0,12
33.59047626132053,36.08813470702595,2,0,0,1,0,2,12
36.4936006977957,45.566041305215435,0,0,3,1,0,2,12
37.12092568117664,40.631985405535815,1,0,3,1,0,2,12
37.188574818858655,41.68425521831621,2,0,3,2,0,2,12
37.67484504396262,41.71510428025337,0,0,2,1,0,2,12
37.78855535037849,42.05853123818989,3,0,2,2,0,1,12
38.98026095932988,43.57474877814535,0,0,1,1,0,2,12
39.79716897370951,42.349641892114676,3,0,1,0,0,1,12
40.053867338007926,42.92321868869818,2,0,0,2,0,2,12
40.19648165667512,42.89375368716657,3,0,1,1,0,2,12
40.32813676981774,46.118659577175066,0,0,0,2,0,2,12
41.36840465804409,44.26228376026622,0,0,1,0,0,2,12
42.044387264120985,48.27160438661007,0,0,2,0,0,2,12
42.38659143118592,47.10947659128457,2,0,1,0,0,2,12
42.78565195971426,47.10901811062697,2,0,1,1,0,2,12
42.85414680977508,46.30753505431373,2,0,3,2,0,1,12
43.018165061934035,46.99853987796127,3,0,2,2,0,2,12
43.681891546125506,48.289415637778205,2,0,2,0,0,2,12
44.0945695721328,46.452580994090674,3,0,3,0,0,1,12
44.24988521190909,48.144075285940794,1,0,1,0,0,2,12
44.44484169979825,47.53905373997506,2,0,2,2,0,1,12
44.449187239208385,48.26009701332392,1,0,2,1,0,2,12
44.748172559822265,49.7488062576073,1,0,3,0,0,2,12
46.116692400883736,50.32162665932202,2,0,2,1,0,2,12
46.57323604031768,49.1156747592549,3,0,0,0,0,2,12
46.729642483683755,55.37918401224861,2,0,1,0,0,1,12
46.768473247554034,49.22813809695638,2,0,1,1,0,0,12
46.93418659525585,55.17574616394476,0,0,3,0,0,2,12
48.17047015982328,50.52376500100593,2,0,3,0,0,1,12
49.21474852118111,53.766529437223575,1,0,1,0,0,1,12
49.279775427311215,54.81463131913043,2,0,3,0,0,0,12
49.461943672865,54.8404766092669,2,0,2,0,0,0,12
50.13128941424853,51.992668979754754,3,0,0,0,0,1,12
50.53928333063237,52.96121582926425,2,0,0,0,0,2,12
50.5628730783885,52.84849973341066,3,0,1,0,0,2,12
50.56498346188986,52.976886983303835,1,0,2,0,0,2,12
51.91390236876796,55.35616759529593,3,0,3,2,0,2,12
54.060756020350986,57.60653289171564,3,0,3,2,0,1,12
54.291339878341034,61.80289144847047,0,0,1,0,0,1,12
54.569301926234616,58.22709887553066,3,0,2,1,0,2,12
54.806218995353994,59.160155770867135,3,0,3,0,0,0,12
56.5052705439911,60.33917225214239,0,0,0,0,0,2,12
58.67035751931195,61.40170192153758,3,0,2,0,0,2,12
58.85256010629856,62.23124162701097,3,0,1,1,0,0,12
59.25359274165416,64.01715577055646,2,0,2,0,0,1,12
60.91321298733648,66.38932512271603,0,0,3,0,0,1,12
63.00294188532736,66.50280689204115,3,0,2,0,0,1,12
63.4306913567969,66.52232942984978,2,0,3,1,0,2,12
63.69703750213017,66.78313128256642,3,0,3,1,0,2,12
65.82241281296112,69.03954654741486,0,0,2,0,0,1,12
66.58037983294922,70.74646413483904,2,0,3,0,0,2,12
67.69931923560371,72.09605772515707,0,0,0,0,0,1,12
70.17301504632037,73.70285876246463,3,0,2,0,0,0,12
73.11388896265144,74.85240191915537,0,0,2,0,0,0,12
76.1012806599293,80.2176059805898,0,0,3,0,0,0,12
78.79256784385538,82.53185036703023,0,0,1,0,0,0,12
